,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address,loc
1028,9500,,WAPLES,ST,"9500 WAPLES ST, San Diego, CA, USA","Waples Street, Waples Industrial Park, Sorrento Valley, San Diego, San Diego County, California, 92121, United States"
1029,0,,CLAIREMONT MESA,BL,"0 CLAIREMONT MESA BL, San Diego, CA, USA",
1030,6000,,BROADWAY,,"6000 BROADWAY, San Diego, CA, USA","Broadway, Golden Hill, San Diego, San Diego County, California, 92102, United States"
1031,0,,37TH,ST,"0 37TH ST, San Diego, CA, USA","37th Street, Kensington, Normal Heights, San Diego, San Diego County, California, 92116, United States"
1032,5300,,SANTA MARGARITA,ST,"5300 SANTA MARGARITA ST, San Diego, CA, USA","Santa Margarita Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1033,400,,06TH,AV,"400 06TH AV, San Diego, CA, USA",
1034,1200,,GARNET,AV,"1200 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
1035,4700,,EAST MTN VIEW,DR,"4700 EAST MTN VIEW DR, San Diego, CA, USA","East Mountain View Drive, Kensington, Normal Heights, San Diego, San Diego County, California, 92116, United States"
1036,3800,,MAIN,ST,"3800 MAIN ST, San Diego, CA, USA","3800, Main Street, Chula Vista, San Diego County, California, 91911, United States"
1037,0,,CUMBERLAND,ST,"0 CUMBERLAND ST, San Diego, CA, USA","Cumberland Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1038,4300,,MISSION,BL,"4300 MISSION BL, San Diego, CA, USA",
1039,4300,,OCEAN,BL,"4300 OCEAN BL, San Diego, CA, USA",
1040,400,,06TH,AV,"400 06TH AV, San Diego, CA, USA",
1041,800,,THOMAS,AV,"800 THOMAS AV, San Diego, CA, USA","Thomas Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1042,5000,,BUNNELL,ST,"5000 BUNNELL ST, San Diego, CA, USA","Bunnell Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1043,5700,,CUMBERLAND,ST,"5700 CUMBERLAND ST, San Diego, CA, USA","Cumberland Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1044,4300,,42ND,ST,"4300 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
1045,4300,,56TH,ST,"4300 56TH ST, San Diego, CA, USA","56th Street, Oak Park, San Diego, San Diego County, California, 92105, United States"
1046,10800,,HASBROOK,RD,"10800 HASBROOK RD, San Diego, CA, USA","Hasbrook Road, San Diego, San Diego County, California, 92131, United States"
1047,0,,PLAZA,BL,"0 PLAZA BL, San Diego, CA, USA",
1048,3500,,INDIA,ST,"3500 INDIA ST, San Diego, CA, USA","India Street, Five Points, Mission Hills, San Diego, San Diego County, California, 92103, United States"
1049,800,,THOMAS,AV,"800 THOMAS AV, San Diego, CA, USA","Thomas Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1050,12700,,EL CAMINO REAL,,"12700 EL CAMINO REAL, San Diego, CA, USA","El Camino Real, San Diego, San Diego County, California, 92014, United States"
1051,5400,,TROJAN,AV,"5400 TROJAN AV, San Diego, CA, USA","Trojan Avenue, El Cerrito Heights, San Diego, San Diego County, California, 92115, United States"
1052,500,,F,ST,"500 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1053,600,,27TH,ST,"600 27TH ST, San Diego, CA, USA","27th Street, San Diego, San Diego County, California, 92154, United States"
1054,3100,,REYNARD,WY,"3100 REYNARD WY, San Diego, CA, USA","Reynard Way, Middletown, Banker's Hill, San Diego, San Diego County, California, 92103, United States"
1055,800,,THOMAS,AV,"800 THOMAS AV, San Diego, CA, USA","Thomas Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1056,300,,THRUSH,ST,"300 THRUSH ST, San Diego, CA, USA","Thrush Street, South Encanto, San Diego, San Diego County, California, 92114, United States"
1057,0,,06TH,AV,"0 06TH AV, San Diego, CA, USA",
1058,0,,8,,"0 8, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1059,4400,,BENFIELD,CT,"4400 BENFIELD CT, San Diego, CA, USA","Benfield Court, San Diego, San Diego County, California, 92102-4810, United States"
1060,3200,,LOGAN,AV,"3200 LOGAN AV, San Diego, CA, USA","Logan Avenue, Sherman Heights, San Diego, San Diego County, California, 92101, United States"
1061,3700,,SIPES,LN,"3700 SIPES LN, San Diego, CA, USA","Sipes Lane, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
1062,5700,,MIDWICK,ST,"5700 MIDWICK ST, San Diego, CA, USA","Midwick Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1063,5100,,OLVERA,AV,"5100 OLVERA AV, San Diego, CA, USA","Olvera Avenue, Lincoln Park, South Encanto, San Diego, San Diego County, California, 92102-4810, United States"
1064,3800,,MIDWAY,DR,"3800 MIDWAY DR, San Diego, CA, USA","Midway Drive, Loma Portal, Old Town, San Diego, San Diego County, California, 92110-9998, United States"
1065,0,,UNIVERSITY,AV,"0 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
1066,600,,05TH,AV,"600 05TH AV, San Diego, CA, USA",
1067,3900,,ALPHA,ST,"3900 ALPHA ST, San Diego, CA, USA","Alpha Street, South Crest, San Diego, San Diego County, California, 92113, United States"
1068,2500,,06TH,AV,"2500 06TH AV, San Diego, CA, USA",
1069,5200,,AUBURN,DR,"5200 AUBURN DR, San Diego, CA, USA","Auburn Drive, Colina Park, San Diego, San Diego County, California, 92105, United States"
1070,3600,,41ST,ST,"3600 41ST ST, San Diego, CA, USA","41st Street, Castle, City Heights, San Diego, San Diego County, California, 92105, United States"
1071,400,,F,ST,"400 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1072,3000,,LOGAN,AV,"3000 LOGAN AV, San Diego, CA, USA","Logan Avenue, Sherman Heights, San Diego, San Diego County, California, 92101, United States"
1073,700,,05TH,AV,"700 05TH AV, San Diego, CA, USA",
1074,4100,,NATIONAL,AV,"4100 NATIONAL AV, San Diego, CA, USA","National Avenue, South Crest, San Diego, San Diego County, California, 92113, United States"
1075,0,,CABLE,ST,"0 CABLE ST, San Diego, CA, USA","Cable Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1076,10200,,CAMTO COVEWOOD,,"10200 CAMTO COVEWOOD, San Diego, CA, USA",
1077,5500,,MICHAEL,ST,"5500 MICHAEL ST, San Diego, CA, USA","Michael Street, Darnall, San Diego, San Diego County, California, 92115, United States"
1078,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
1079,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
1080,4700,,ART,ST,"4700 ART ST, San Diego, CA, USA","Art Street, Montezuma Mesa, San Diego, San Diego County, California, 92182, United States"
1081,0,,ANVIL LAKE,AV,"0 ANVIL LAKE AV, San Diego, CA, USA","Anvil Lake Avenue, San Diego, San Diego County, California, 91942, United States"
1082,3500,,44TH,ST,"3500 44TH ST, San Diego, CA, USA","44th Street, Ridgeview, San Diego, San Diego County, California, 92105, United States"
1083,600,,BROADWAY,,"600 BROADWAY, San Diego, CA, USA","600, Broadway, Chula Vista, San Diego County, California, 91910, United States"
1084,5300,,SANTA MARGARITA,ST,"5300 SANTA MARGARITA ST, San Diego, CA, USA","Santa Margarita Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1085,0,,CALLE MAR DE ARMONIA,,"0 CALLE MAR DE ARMONIA, San Diego, CA, USA","Calle Mar de Armonia, San Diego, San Diego County, California, 92130, United States"
1086,4500,,MARKET,ST,"4500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
1087,1100,,GARNET,AV,"1100 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
1088,500,,04TH,AV,"500 04TH AV, San Diego, CA, USA",
1089,900,,PICCARD,AV,"900 PICCARD AV, San Diego, CA, USA","Piccard Avenue, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
1090,0,,03RD,AV,"0 03RD AV, San Diego, CA, USA",
1091,3800,,BAYSIDE,LN,"3800 BAYSIDE LN, San Diego, CA, USA","Bayside Lane, Mission Beach, San Diego, San Diego County, California, 92109, United States"
1092,8800,,COSTA VERDE,BL,"8800 COSTA VERDE BL, San Diego, CA, USA",
1093,2700,,CAM DEL RIO SOUTH,,"2700 CAM DEL RIO SOUTH, San Diego, CA, USA",
1094,400,,IONA,DR,"400 IONA DR, San Diego, CA, USA","Iona Drive, San Diego, San Diego County, California, 92114, United States"
1095,200,,C,ST,"200 C ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1096,900,,06TH,AV,"900 06TH AV, San Diego, CA, USA",
1097,0,,MANNING,WY,"0 MANNING WY, San Diego, CA, USA","Manning Way, Palm City, San Diego, San Diego County, California, 92154, United States"
1098,3700,,ALABAMA,ST,"3700 ALABAMA ST, San Diego, CA, USA","Alabama Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
1099,3400,,OCEAN FRONT,WK,"3400 OCEAN FRONT WK, San Diego, CA, USA",
1100,4100,,MARINE VIEW,AV,"4100 MARINE VIEW AV, San Diego, CA, USA","Marine View Avenue, Shelltown, San Diego, San Diego County, California, 92136, United States"
1101,0,,BLACK MTN,RD,"0 BLACK MTN RD, San Diego, CA, USA","Black Mountain Road, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
1102,200,,C,ST,"200 C ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1103,700,,GRAND,AV,"700 GRAND AV, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1104,6900,,CONSOLIDATED,WY,"6900 CONSOLIDATED WY, San Diego, CA, USA","Consolidated Way, San Diego, San Diego County, California, 92121, United States"
1105,0,,FANUEL,ST,"0 FANUEL ST, San Diego, CA, USA","Fanuel Street, Pacific Beach, La Jolla, San Diego, San Diego County, California, 92109, United States"
1106,0,,COLLWOOD,BL,"0 COLLWOOD BL, San Diego, CA, USA",
1107,500,,MARKET,ST,"500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
1108,0,,30TH,ST,"0 30TH ST, San Diego, CA, USA","30th Street, North Park, San Diego, San Diego County, California, 92104, United States"
1109,0,,WARING,RD,"0 WARING RD, San Diego, CA, USA","Waring Road, Grantville, Allied Gardens, San Diego, San Diego County, California, 92120, United States"
1110,5100,,VIA CINTA,,"5100 VIA CINTA, San Diego, CA, USA","Via Cinta, San Diego, San Diego County, California, 92122, United States"
1111,3400,,KEARNY VILLA,RD,"3400 KEARNY VILLA RD, San Diego, CA, USA","Kearny Villa Road, Miramar, San Diego, San Diego County, California, 92126, United States"
1112,0,,ALABAMA,ST,"0 ALABAMA ST, San Diego, CA, USA","Alabama Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
1113,12900,,LA TORTOLA,,"12900 LA TORTOLA, San Diego, CA, USA","La Tortola, Rancho Peñasquitos, San Diego, San Diego County, California, 92129-2935, United States"
1114,3100,,UNIVERSITY,AV,"3100 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
1115,300,,06TH,AV,"300 06TH AV, San Diego, CA, USA",
1116,10400,,MAYA LINDA,RD,"10400 MAYA LINDA RD, San Diego, CA, USA","Maya Linda Road, San Diego, San Diego County, California, 92126, United States"
1117,5400,,CAMTO BAYO,,"5400 CAMTO BAYO, San Diego, CA, USA",
1118,1400,,GARNET,AV,"1400 GARNET AV, San Diego, CA, USA","1400, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1119,3600,,ALABAMA,ST,"3600 ALABAMA ST, San Diego, CA, USA","Alabama Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
1120,400,,E,ST,"400 E ST, San Diego, CA, USA","400, E Street, Chula Vista, San Diego County, California, 91910, United States"
1121,1000,,01ST,AV,"1000 01ST AV, San Diego, CA, USA",
1122,4000,,RAFFEE,DR,"4000 RAFFEE DR, San Diego, CA, USA","Raffee Drive, San Diego, San Diego County, California, 92117, United States"
1123,0,,ALTA VIEW,DR,"0 ALTA VIEW DR, San Diego, CA, USA","Alta View Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1124,700,,GARNET,AV,"700 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
1125,400,,06TH,AV,"400 06TH AV, San Diego, CA, USA",
1126,4200,,OCEAN VIEW,BL,"4200 OCEAN VIEW BL, San Diego, CA, USA",
1127,0,,FAIRMOUNT,AV,"0 FAIRMOUNT AV, San Diego, CA, USA","Fairmount Avenue, San Diego, San Diego County, California, 92105, United States"
1128,3700,,FAIRMOUNT,AV,"3700 FAIRMOUNT AV, San Diego, CA, USA","Fairmount Avenue, Kensington, City Heights, San Diego, San Diego County, California, 92105, United States"
1129,3200,,BERGER,AV,"3200 BERGER AV, San Diego, CA, USA","Berger Avenue, Serra Mesa, San Diego, San Diego County, California, 92133, United States"
1130,0,,ALBEMARLE,ST,"0 ALBEMARLE ST, San Diego, CA, USA","Albemarle Street, National City, San Diego County, California, 92139, United States"
1131,3500,,OCEAN VIEW,BL,"3500 OCEAN VIEW BL, San Diego, CA, USA",
1132,500,,OLIVEWOOD,TR,"500 OLIVEWOOD TR, San Diego, CA, USA",
1133,300,,05TH,AV,"300 05TH AV, San Diego, CA, USA",
1134,500,,J,ST,"500 J ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1135,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
1136,3600,,ALTADENA,AV,"3600 ALTADENA AV, San Diego, CA, USA","Altadena Avenue, San Diego, San Diego County, California, 92105, United States"
1137,4000,,EPSILON,ST,"4000 EPSILON ST, San Diego, CA, USA","Epsilon Street, National City, San Diego County, California, 92136, United States"
1138,0,,FORTUNA,AV,"0 FORTUNA AV, San Diego, CA, USA","Fortuna Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1139,0,,EVERTS,ST,"0 EVERTS ST, San Diego, CA, USA","Everts Street, Pacific Beach, La Jolla, San Diego, San Diego County, California, 92109, United States"
1140,3400,,42ND,ST,"3400 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
1141,3700,,FLORIDA,ST,"3700 FLORIDA ST, San Diego, CA, USA","Florida Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
1142,0,W,MISSION BAY DR,RA,"0 W MISSION BAY DR RA, San Diego, CA, USA",
1143,600,,HOTEL CIRCLE SOUTH,,"600 HOTEL CIRCLE SOUTH, San Diego, CA, USA","Hotel Circle South, Hillcrest, San Diego, San Diego County, California, 92103, United States"
1144,5600,,KEARNY VILLA,RD,"5600 KEARNY VILLA RD, San Diego, CA, USA","5600, Kearny Villa Road, Kearny Mesa, San Diego, San Diego County, California, 92123, United States"
1145,100,,35TH,ST,"100 35TH ST, San Diego, CA, USA","35th Street, Normal Heights, San Diego, San Diego County, California, 92116, United States"
1146,800,,08TH,AV,"800 08TH AV, San Diego, CA, USA",
1147,1100,S,35TH,ST,"1100 S 35TH ST, San Diego, CA, USA","South 35th Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
1148,800,,05TH,AV,"800 05TH AV, San Diego, CA, USA",
1149,0,,PARADISE VALLEY,RD,"0 PARADISE VALLEY RD, San Diego, CA, USA","Paradise Valley Road, National City, San Diego County, California, 91950, United States"
1150,700,,05TH,AV,"700 05TH AV, San Diego, CA, USA",
1151,0,,BRIARWOOD,RD,"0 BRIARWOOD RD, San Diego, CA, USA","Briarwood Road, San Diego County, California, 91902, United States"
1152,3700,,38TH,ST,"3700 38TH ST, San Diego, CA, USA","38th Street, Cherokee Point, City Heights, San Diego, San Diego County, California, 92104, United States"
1153,4200,,MT ABERNATHY,AV,"4200 MT ABERNATHY AV, San Diego, CA, USA","Mount Abernathy Avenue, Clairemont, San Diego, San Diego County, California, 92111-2201, United States"
1154,4600,,UTAH,ST,"4600 UTAH ST, San Diego, CA, USA","Utah Street, North Park, San Diego, San Diego County, California, 92116, United States"
1155,3800,,PENDIENTE,CT,"3800 PENDIENTE CT, San Diego, CA, USA","Pendiente Court, San Diego, San Diego County, California, 92124, United States"
1156,7900,,FROST,ST,"7900 FROST ST, San Diego, CA, USA","Frost Street, Serra Mesa, San Diego, San Diego County, California, 92133, United States"
1157,600,,BROADWAY,,"600 BROADWAY, San Diego, CA, USA","600, Broadway, Chula Vista, San Diego County, California, 91910, United States"
1158,3800,,CAM DEL RIO NORTH,,"3800 CAM DEL RIO NORTH, San Diego, CA, USA",
1159,1800,,ROSECRANS,ST,"1800 ROSECRANS ST, San Diego, CA, USA","Rosecrans Street, Roseville, San Diego, San Diego County, California, 92110, United States"
1160,8300,,JAMACHA,RD,"8300 JAMACHA RD, San Diego, CA, USA","Jamacha Road, Jamacha, San Diego, San Diego County, California, 91945, United States"
1161,0,,NEW SALEM,ST,"0 NEW SALEM ST, San Diego, CA, USA","New Salem Street, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
1162,3700,,NATIONAL,AV,"3700 NATIONAL AV, San Diego, CA, USA","National Avenue, South Crest, San Diego, San Diego County, California, 92113, United States"
1163,1700,,RIDGE VIEW,DR,"1700 RIDGE VIEW DR, San Diego, CA, USA","Ridge View Drive, Ridgeview, San Diego, San Diego County, California, 92105, United States"
1164,0,,EUCLID,AV,"0 EUCLID AV, San Diego, CA, USA","Euclid Avenue, Market Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1165,700,,FRONT,ST,"700 FRONT ST, San Diego, CA, USA","Rethink Downtown, 700, Front Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
1166,3900,,MISSION,BL,"3900 MISSION BL, San Diego, CA, USA",
1167,7400,,WOODRIDGE,WY,"7400 WOODRIDGE WY, San Diego, CA, USA","Woodridge Way, Bay Terraces, San Diego, San Diego County, California, 91239, United States"
1168,3900,,LOGAN,AV,"3900 LOGAN AV, San Diego, CA, USA","Logan Avenue, Sherman Heights, San Diego, San Diego County, California, 92101, United States"
1169,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
1170,1800,,CAM ESPERANZA,,"1800 CAM ESPERANZA, San Diego, CA, USA",
1171,0,,SIPES,LN,"0 SIPES LN, San Diego, CA, USA","Sipes Lane, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
1172,4200,,VOLTAIRE,ST,"4200 VOLTAIRE ST, San Diego, CA, USA","Voltaire Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1173,700,,PEARL,ST,"700 PEARL ST, San Diego, CA, USA","Pearl Street, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
1174,3900,,ALPHA,ST,"3900 ALPHA ST, San Diego, CA, USA","Alpha Street, South Crest, San Diego, San Diego County, California, 92113, United States"
1175,1500,,02ND,AV,"1500 02ND AV, San Diego, CA, USA",
1176,12600,,NORTH TORREY PINES,RD,"12600 NORTH TORREY PINES RD, San Diego, CA, USA","North Torrey Pines Road, Torrey Pines, San Diego, San Diego County, California, 92093-0068, United States"
1177,4600,,MISSISSIPPI,ST,"4600 MISSISSIPPI ST, San Diego, CA, USA","Mississippi Street, University Heights, North Park, San Diego, San Diego County, California, 92103-3609, United States"
1178,0,,32ND,ST,"0 32ND ST, San Diego, CA, USA","32nd Street, Stockton, San Diego, San Diego County, California, 92102, United States"
1179,1700,W,WASHINGTON,ST,"1700 W WASHINGTON ST, San Diego, CA, USA","West Washington Street, Five Points, Mission Hills, San Diego, San Diego County, California, 92103, United States"
1180,800,,05TH,AV,"800 05TH AV, San Diego, CA, USA",
1181,800,,PACIFIC BEACH,DR,"800 PACIFIC BEACH DR, San Diego, CA, USA","Pacific Beach Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1182,5100,,MEADOWS DEL MAR,DY,"5100 MEADOWS DEL MAR DY, San Diego, CA, USA",
1183,4000,,HIGHLAND,AV,"4000 HIGHLAND AV, San Diego, CA, USA","Highland Avenue, Chula Vista, San Diego County, California, 92010-1407, United States"
1184,3900,,30TH,ST,"3900 30TH ST, San Diego, CA, USA","30th Street, North Park, San Diego, San Diego County, California, 92104, United States"
1185,4700,,EL CAJON,BL,"4700 EL CAJON BL, San Diego, CA, USA",
1186,3200,,53RD,ST,"3200 53RD ST, San Diego, CA, USA","53rd Street, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1187,200,,33RD,ST,"200 33RD ST, San Diego, CA, USA","33rd Street, Normal Heights, San Diego, San Diego County, California, 92116, United States"
1188,0,,CARDIFF,ST,"0 CARDIFF ST, San Diego, CA, USA","Cardiff Street, San Diego, San Diego County, California, 91945, United States"
1189,4200,,GENESEE,AV,"4200 GENESEE AV, San Diego, CA, USA","Genesee Avenue, Torrey Pines, San Diego, San Diego County, California, 92093-0068, United States"
1190,3700,,ROSA LINDA,ST,"3700 ROSA LINDA ST, San Diego, CA, USA","Rosa Linda Street, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
1191,0,S,32ND,ST,"0 S 32ND ST, San Diego, CA, USA","South 32nd Street, San Diego, San Diego County, California, 92136, United States"
1192,600,,K,ST,"600 K ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1193,0,,32ND,ST,"0 32ND ST, San Diego, CA, USA","32nd Street, Stockton, San Diego, San Diego County, California, 92102, United States"
1194,4100,,BETA,ST,"4100 BETA ST, San Diego, CA, USA","Beta Street, South Crest, San Diego, San Diego County, California, 92113, United States"
1195,15600,,SAN PASQUAL VALLEY,RD,"15600 SAN PASQUAL VALLEY RD, San Diego, CA, USA","15600, San Pasqual Valley Road, San Pasqual Valley, San Diego, San Diego County, California, 92027, United States"
1196,0,,55TH,ST,"0 55TH ST, San Diego, CA, USA","55th Street, San Diego, San Diego County, California, 92105, United States"
1197,3100,,MAGELLAN,ST,"3100 MAGELLAN ST, San Diego, CA, USA","Magellan Street, San Diego, San Diego County, California, 92154, United States"
1198,5500,,MICHAEL,ST,"5500 MICHAEL ST, San Diego, CA, USA","Michael Street, Darnall, San Diego, San Diego County, California, 92115, United States"
1199,4200,,37TH,ST,"4200 37TH ST, San Diego, CA, USA","37th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
1200,3600,,51ST,ST,"3600 51ST ST, San Diego, CA, USA","51st Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
1201,4500,,MISSION,BL,"4500 MISSION BL, San Diego, CA, USA",
1202,1400,,BROADWAY,,"1400 BROADWAY, San Diego, CA, USA","Union Square at Broadway, 1400, Broadway, East Village, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
1203,4400,,MISSION,BL,"4400 MISSION BL, San Diego, CA, USA",
1204,4700,,CATHER,AV,"4700 CATHER AV, San Diego, CA, USA","Cather Avenue, University City, San Diego, San Diego County, California, 92122, United States"
1205,5500,,POTOMAC,ST,"5500 POTOMAC ST, San Diego, CA, USA","Potomac Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1206,5700,,CUMBERLAND,ST,"5700 CUMBERLAND ST, San Diego, CA, USA","Cumberland Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1207,3900,,MISSION,BL,"3900 MISSION BL, San Diego, CA, USA",
1208,0,,MARATHON,DR,"0 MARATHON DR, San Diego, CA, USA","Marathon Drive, Serra Mesa, San Diego, San Diego County, California, 92123, United States"
1209,2700,,GRAND,AV,"2700 GRAND AV, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1210,6500,,TAIT,ST,"6500 TAIT ST, San Diego, CA, USA","Tait Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
1211,0,,8,,"0 8, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1212,9500,,BAYAMON,RD,"9500 BAYAMON RD, San Diego, CA, USA","Bayamon Road, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
1213,1300,,ANTOINE,DR,"1300 ANTOINE DR, San Diego, CA, USA","Antoine Drive, Bay Terraces, San Diego, San Diego County, California, 91239, United States"
1214,2200,,EL CAJON,BL,"2200 EL CAJON BL, San Diego, CA, USA",
1215,1000,,SAPPHIRE,ST,"1000 SAPPHIRE ST, San Diego, CA, USA","Sapphire Street, Pacific Beach, La Jolla, San Diego, San Diego County, California, 92109, United States"
1216,900,,05TH,AV,"900 05TH AV, San Diego, CA, USA",
1217,800,,GARNET,AV,"800 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
1218,0,,FRIARS,RD,"0 FRIARS RD, San Diego, CA, USA","Friars Road, Mission Valley, San Diego, San Diego County, California, 92018, United States"
1219,900,,GARNET,AV,"900 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
1220,0,,MISSION,BL,"0 MISSION BL, San Diego, CA, USA","Mission, Live Oak Springs, San Diego County, California, 91905, United States"
1221,800,,05TH,AV,"800 05TH AV, San Diego, CA, USA",
1222,0,,MISSION,BL,"0 MISSION BL, San Diego, CA, USA","Mission, Live Oak Springs, San Diego County, California, 91905, United States"
1223,500,,04TH,AV,"500 04TH AV, San Diego, CA, USA",
1224,3500,,44TH,ST,"3500 44TH ST, San Diego, CA, USA","44th Street, Ridgeview, San Diego, San Diego County, California, 92105, United States"
1225,500,,MARKET,ST,"500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
1226,0,,LINCOLN,AV,"0 LINCOLN AV, San Diego, CA, USA","Lincoln Avenue, Hillcrest, San Diego, San Diego County, California, 92103-3609, United States"
1227,600,,MARKET,ST,"600 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
1228,200,W,ARBOR,DR,"200 W ARBOR DR, San Diego, CA, USA","UC San Diego Medical Center, 200, West Arbor Drive, Hillcrest, San Diego, San Diego County, California, 92103, United States"
1229,3000,,UNIVERSITY,AV,"3000 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
1230,900,,BROADWAY,CR,"900 BROADWAY CR, San Diego, CA, USA","Arco, 900, Broadway, El Cajon, San Diego County, California, 92020, United States"
1231,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
1232,400,,F,ST,"400 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
1233,0,W,C,ST,"0 W C ST, San Diego, CA, USA","West C Street, Columbia, Banker's Hill, San Diego, San Diego County, California, 92101-3414, United States"
1234,2100,,ULRIC,ST,"2100 ULRIC ST, San Diego, CA, USA","Ulric Street, Mission Valley, San Diego, San Diego County, California, 92018, United States"
1235,4600,,NARRAGANSETT,AV,"4600 NARRAGANSETT AV, San Diego, CA, USA","Narragansett Avenue, Fleetridge, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1236,0,,BACON,ST,"0 BACON ST, San Diego, CA, USA","Bacon Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1237,4700,,MISSION,BL,"4700 MISSION BL, San Diego, CA, USA",
1238,5100,,RESERVOIR,DR,"5100 RESERVOIR DR, San Diego, CA, USA","Reservoir Drive, Mid-City, Del Cerro, San Diego, San Diego County, California, 92115, United States"
1239,900,,06TH,AV,"900 06TH AV, San Diego, CA, USA",
